key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
5030,"InstanceContentType#7",0,30,"古の大再生魔法","","music/ffxiv/BGM_Boss_06.scd","music/ffxiv/BGM_Con_Teikoku_01_Sido.scd","",0,679,0,False,"","","BNpcBase#0","Defeat the lesser eater!","If I'm not fully healed soon, I think I might...<pant>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
5031,"InstanceContentType#7",0,30,"","","music/ex3/BGM_EX3_Boss_Battle01.scd","music/ffxiv/BGM_Null.scd","",0,680,0,True,"","","BNpcBase#0","Defeat Ran'jit!","Then pay it you shall!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,4,0,0,False,0,0
5032,"InstanceContentType#7",0,30,"","","music/ffxiv/BGM_Dungeon_Deep02.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,681,0,True,"","","BNpcBase#0","Reach the bowels of the Great Pyramid of Ux'ner","Hurry! We can hold him no longer!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,4,0,0,False,0,0
5033,"InstanceContentType#7",0,30,"ナイルベルトの後悔","","music/ffxiv/BGM_Battle_Dungeon_02.scd","music/ffxiv/BGM_Con_Teikoku_01_Sido.scd","",0,686,0,False,"","","BNpcBase#0","Relive Nyelbert and Ardbert's initial adventure!","We really should have asked for a map. Not that it'd have been much use after all the cave-ins...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
5034,"InstanceContentType#7",0,30,"勇気の狩人","","music/ffxiv/BGM_Boss_03.scd","music/ffxiv/BGM_Con_Teikoku_01_Sido.scd","",0,691,0,False,"","","BNpcBase#0","Relive Renda-Rae's battle against Balam-Quitz!","Like I'll let you roar again! I've got plenty of arrows left!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
5035,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10000,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10001,"InstanceContentType#3",0,30,"Einer für alle, alle für einen","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,42,0,False,"","","BNpcBase#0","Defeat one enemy group at a time.","You've come this far, now finish him!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10002,"InstanceContentType#3",0,30,"Bockmanns Gefolge","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,43,0,False,"","","BNpcBase#0","When threatened, <SheetEn(BNpcName,2,IntegerParameter(1),1,1)/> will summon reinforcements. Stay alert!","Another wave! But unlike the last!",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10003,"InstanceContentType#3",0,30,"Sturmkommando","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,44,0,False,"","","BNpcBase#0","Defeat <SheetEn(BNpcName,2,IntegerParameter(1),2,1)/> to open the first gate.","The safety mechanism on the gate will deactivate once all threats in the area have been removed.",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10004,"InstanceContentType#3",0,30,"Gil oder Leben","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,45,0,False,"","","BNpcBase#0","<Clickable(<SheetEn(BNpcName,2,IntegerParameter(1),2,1)/>)/> will attempt to heal <SheetEn(BNpcName,2,IntegerParameter(2),1,1)/>.","Silence those bandits!",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10005,"InstanceContentType#3",0,30,"Unkraut jäten","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,46,0,False,"","","BNpcBase#0","Lure enemies away from the ruptured pollen clusters before engaging them.","Yes! I do believe you have him! It won't be much longer now!",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10006,"InstanceContentType#3",0,30,"Ins Wespennest stechen","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,47,0,False,"","","BNpcBase#0","Defeat the roaming bandits before engaging the stationary targets.","Lo! There is a conjurer in your midst! Find the cur and slay him!",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10007,"InstanceContentType#3",0,30,"Briaxio ausschalten","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,48,0,False,"","","BNpcBase#0","Use the guild-issue items to your advantage.","Briaxio's followers have rushed to his aid! Send several of your allies to drive off the reinforcements while those remaining keep Briaxio under control.",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10008,"InstanceContentType#3",0,30,"Bombige Goblins","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,49,0,False,"","","BNpcBase#0","Destroy the goblins' makeshift barricades and continue up the Matron's Lethe.","Stikflix Grumblytoss may not appear to be the most formidable of foes, but his realm-shaking explosives make him a force to be reckoned with. If one happens to land in your vicinity, you would take my advice and run.",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10009,"InstanceContentType#3",0,30,"Tödliches Rankenspiel","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,50,0,False,"","","BNpcBase#0","Rotten jam will emerge from the stale bubbles if ignored. Burst them before they burst on their own.","Leave them stale bubbles be, and from them'll drop a dollop of rancid ooze almost as foul as me ma's gruel. If you don't want to see that happen, burst the bubbles quick.",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10010,"InstanceContentType#3",0,30,"Gefahr aus dem Nichts","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,51,0,False,"","","BNpcBase#0","Buso draws his strength from the blue flames. Extinguish the flames to make him more susceptible to your attacks.","Draw Buso away from the blue flames before extinguishing them!",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10011,"InstanceContentType#3",0,30,"Kampf gegen Schatten","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,52,0,False,"","","BNpcBase#0","Engage the shadowclaw.","Never before have I seen such mastery of the battlefield. You have far exceeded my expectations, adventurers.",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10012,"InstanceContentType#3",0,30,"Miss Bombastic","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,53,0,False,"","","BNpcBase#0","<Clickable(<SheetEn(BNpcName,2,IntegerParameter(1),1,1)/>)/> will appear once her subjects are slain.","Sound the bells! The queen is dead!",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10013,"InstanceContentType#3",0,30,"Unzertrennlich","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,54,0,False,"","","BNpcBase#0","All five <SheetEn(BNpcName,3,IntegerParameter(1),2,1)/> must be defeated simultaneously.","You've done it! They can no longer escape their dark demesne!",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10014,"InstanceContentType#3",0,30,"Wuchtige Dreifaltigkeit","","music/ffxiv/BGM_Behest.scd","music/ffxiv/BGM_System_WinLoop.scd","",0,55,0,False,"","","BNpcBase#0","Protect the Allagan artifacts from the quarreling gigants.","<Clickable(<SheetEn(BNpcName,3,IntegerParameter(1),1,1)/>)/>",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
10015,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15000,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15001,"InstanceContentType#8",0,30,"Flächenangriffen ausweichen","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,151,0,False,"","","BNpcBase#0","Ye'll be facin' me first. I won't hold back, so be quick on yer feet!","Watch your opponent carefully. When you see an attack coming, move out of the strike zone!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15002,"InstanceContentType#8",0,30,"Mit Kombos Feindseligkeit auf sich ziehen","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,152,0,False,"","","BNpcBase#0","So for this exercise, ye'll be learnin' about “enmity” an' how to build it.","Remember to bolster yourself with <Sheet(Action,3629,0)/> before every battle! That'll get yer foes to notice you nice an' early.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15003,"InstanceContentType#8",0,30,"Kombos im Kampf einsetzen","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,153,0,False,"","","BNpcBase#0","Do ye recall how ye built enmity in the last exercise? This time ye'll be testin' that combination on a proper opponent.","Yer ally's gettin' slaughtered!
Drag the foe's attention onto yerself!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15004,"InstanceContentType#8",0,30,"Feindseligkeit mehrerer Gegner auf sich ziehen","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,154,0,False,"","","BNpcBase#0","For this exercise, ye'll learn how to build enmity with multiple foes.","If ye fail to carry out me instructions five times, ye'll be startin' the exercise over!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15005,"InstanceContentType#8",0,30,"Gegen mehrere Gegner auf einmal kämpfen","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,155,0,False,"","","BNpcBase#0","For this exercise, ye'll be trainin' against multiple opponents.","Defeat every enemy on the field, an' I'll consider yer lesson learned.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15006,"InstanceContentType#8",0,30,"Aus der Ferne Feindseligkeit auf sich ziehen","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,156,0,False,"","","BNpcBase#0","For this exercise, ye'll learn to establish enmity with a ranged attack.","Defeat every enemy on the field, an' I'll consider yer lesson learned.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15007,"InstanceContentType#8",0,30,"Feindliche Verstärkung aufhalten","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,157,0,False,"","","BNpcBase#0","For this exercise, ye'll learn to deal with reinforcements.","Defeat every enemy on the field, an' I'll consider yer lesson learned.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15008,"InstanceContentType#8",0,30,"Gegner gemeinsam besiegen","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,158,0,False,"","","BNpcBase#0","As you might have guessed, the purpose of this exercise is to teach cooperation.","Work with your allies to defeat the enemy, and we can move on to the next training exercise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15009,"InstanceContentType#8",0,30,"Den Gegner eines Verbündeten besiegen","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,159,0,False,"","","BNpcBase#0","For this exercise, you will be fighting multiple opponents!","Work with your allies to defeat the enemy, and we can move on to the next training exercise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15010,"InstanceContentType#8",0,30,"Angriffen ausweichen","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,160,0,False,"","","BNpcBase#0","Do you remember the lesson where I had you evading enemy attacks?","Work with your allies to defeat the enemy, and we can move on to the next training exercise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15011,"InstanceContentType#8",0,30,"Feindliche Verstärkung aufhalten","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,161,0,False,"","","BNpcBase#0","This exercise will teach you how to deal with enemy reinforcements.","Work with your allies to defeat the enemy, and we can move on to the next training exercise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15012,"InstanceContentType#8",0,30,"Mit dem Gelände interagieren","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,162,0,False,"","","BNpcBase#0","In this exercise, you will learn to manipulate the battlefield.","Work with your allies to defeat the enemy, and we can move on to the next training exercise.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15013,"InstanceContentType#8",0,30,"Verbündete heilen","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,163,0,False,"","","BNpcBase#0","Now that you understand what is expected of you, we can continue with the lesson.","Provide support, defeat the enemy, and victory will be yours!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15014,"InstanceContentType#8",0,30,"Mehrere Verbündete heilen","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,164,0,False,"","","BNpcBase#0","In this next exercise, you will be healing multiple allies.","Provide support, defeat the enemy, and victory will be yours!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15015,"InstanceContentType#8",0,30,"Angriffen ausweichen","","music/ffxiv/BGM_Event_FF2BossBattle.scd","music/ffxiv/BGM_System_WinLoop.scd","",6215537,165,0,False,"","","BNpcBase#0","For this exercise, you will learn to heal whilst avoiding harm.","Provide support, defeat the enemy, and victory will be yours!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15016,"InstanceContentType#8",0,30,"Letzte Übung","","music/ffxiv/BGM_Con_Teikoku_01_Sido.scd","music/ffxiv/BGM_System_WinLoop.scd","",6229269,166,0,False,"","","BNpcBase#0","This is it! The final exercise!","Put your lessons into practice and you'll do just fine! We can begin as soon as you are ready.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
15017,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
20000,"InstanceContentType#0",0,60,"","","","music/ffxiv/BGM_System_WinLoop.scd","",0,0,0,False,"","","BNpcBase#0","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",100,0,"InstanceContentBuff#0","",-1,0,0,0,0,False,0,0
20001,"InstanceContentType#4",0,60,"Das Grab der Lohe","","music/ffxiv/BGM_Ban_Ifrit.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/manfst/manfst20930/manfst20930",0,56,0,False,"","","BNpcBase#0","My flames shall consume thy flesh and soul both!","The blessing of Light...defies me!?",1,1500,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",60,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20002,"InstanceContentType#4",0,60,"Der Nabel","","music/ffxiv/BGM_Ban_Titan_pre1.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/manfst/manfst31210/manfst31210",0,57,0,False,"","","BNpcBase#0","Sons of man! Murderers of my children! ","Where are you... Where are you...",2,2200,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",60,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20003,"InstanceContentType#4",0,60,"Das Tosende Auge","","music/ffxiv/BGM_Ban_Garuda.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/manfst/manfst40450/manfst40450",0,58,0,False,"","","BNpcBase#0","Heehee HAHA hahaha HEEHEE haha HEEEEEE!!!","My power... No... ",3,2700,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#0",60,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20004,"InstanceContentType#4",0,60,"Götterdämmerung - Ifrit","","music/ffxiv/BGM_Ban_Ifrit.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosifr/bosifr00010/bosifr00010",0,59,0,False,"","","BNpcBase#0","My flames shall consume thy flesh and soul both!","The blessing of Light...defies me!?",200,0,0,60,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#23",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20005,"InstanceContentType#4",0,60,"Götterdämmerung - Titan","","music/ffxiv/BGM_Ban_Titan_pre1.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bostit/bostit00010/bostit00010",0,60,0,False,"","","BNpcBase#0","Sons of man! Murderers of my children! ","Where are you... Where are you...",202,0,0,75,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#25",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20006,"InstanceContentType#4",0,60,"Götterdämmerung - Garuda","","music/ffxiv/BGM_Ban_Garuda.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosgar/bosgar00010/bosgar00010",0,61,0,False,"","","BNpcBase#0","Heehee HAHA hahaha HEEHEE haha HEEEEEE!!!","My power... No... ",201,0,0,60,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#27",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20007,"InstanceContentType#4",0,60,"Kap Westwind","","music/ffxiv/BGM_Con_Teikoku_Boss.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/manfst/manfst50120/manfst50120",0,62,0,False,"","","BNpcBase#0","I will suffer none to oppose Lord van Baelsar!","Ungh... Though it cost me my life...I <Emphasis>will</Emphasis> strike you down!",4,2950,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#20",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
20008,"InstanceContentType#4",0,60,"Zenit der Götter - Ifrit","","music/ffxiv/BGM_Ban_Ifrit.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosifr/bosifr00110/bosifr00110",0,63,0,False,"","","BNpcBase#0","My flames shall consume thy flesh and soul both!","The blessing of Light...defies me!?",303,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#24",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20009,"InstanceContentType#4",0,60,"Zenit der Götter - Titan","","music/ffxiv/BGM_Ban_Titan_pre1.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bostit/bostit00110/bostit00110",0,64,0,False,"","","BNpcBase#0","Sons of man! Murderers of my children! ","Hie, my children, into the dark! <If(PlayerParameter(4))>She<Else/>He</If> will not be denied...",302,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#26",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20010,"InstanceContentType#4",0,60,"Zenit der Götter - Garuda","","music/ffxiv/BGM_Ban_Garuda.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosgar/bosgar00110/bosgar00110",0,65,0,False,"","","BNpcBase#0","Heehee HAHA hahaha HEEHEE haha HEEEEEE!!!","My power... No... ",301,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#28",100,0,"InstanceContentBuff#1","",-1,0,0,0,0,False,0,0
20011,"InstanceContentType#4",0,60,"Königliche Konfrontation (schwer)","","music/ffxiv/BGM_Ban_Moogle_Nomal.scd","music/ffxiv/BGM_System_WinLoop.scd","ffxiv/bosmog/bosmog00010/bosmog00010",0,66,0,False,"","","BNpcBase#0","Hearken unto me, brave Mogglesguard! These villains shall threaten you no more!","You shall suffer for your transgressions against my subjects!",203,0,0,60,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"InstanceContentRewardItem#29",30,0,"InstanceContentBuff#2","",-1,0,0,0,0,False,0,0
