key,0,1,2
195,"Vous appelez votre monture nuage magique doré. Avez-vous le cœur assez pur pour monter dessus<Indent/>?","Ce nuage magique a été invoqué par un ermite retiré dans les montagnes du continent d'Othard. On dit que sa couleur dorée apporterait la fortune à son pro<SoftHyphen/>prié<SoftHyphen/>taire.","Shuuuu..."
196,"","",""
197,"Vous appelez votre monture tigre de combat, qui peut paraître féroce à première vue, mais n'est rien d'autre qu'un gros chaton.","Ce tigre de combat est originaire des régions méridionales d'Ilsabard, où l'on s'en servait pour protéger les unités d'infanterie lors des guerres. Beaucoup de soldats se seraient ainsi liés d'amitié avec leur tigre, qu'ils appelaient af<SoftHyphen/>fec<SoftHyphen/>tueu<SoftHyphen/>se<SoftHyphen/>ment “mon chaton”.","Miaou<Indent/>!"
198,"","",""
199,"","",""
200,"Vous appelez votre monture morbol. Un monstre végétal tentaculaire au long râtelier bien affûté. Même s'il pogne bien moins qu'un de ses compères sauvages, il dégage encore un petit relent désagréable.","Capturé par le personnel du Ciel azur pour la Grande Mascarade, ce morbol bien trop docile fut offert en cadeau à la guilde des mages bleus. Cependant, sa mauvaise haleine était bien trop faible pour permettre d'être étudiée et la créature finit par être choisie comme monture.","Grooaaah..."
201,"Vous appelez un porxie créé spécifiquement dans le but d'être chevauché. Une légère odeur de saucisse se dégage de la charmante créature rondelette.","Ce porxie a été créé par le Nu Mou Lugg Aenc. Il passe tellement de temps dans son fumoir que l'odeur de saucisse imprègne toutes ses créations. Si cette monture est très agréable à chevaucher, elle vous laisse toujours avec l'estomac dans les talons quand vous en descendez<Indent/>!","Grouiiiik<Indent/>!"
202,"Vous appelez votre Epimetheus. La reproduction d'une arme magitek griffée des Forges de Garlond.","Les plans de cette arme magitek ont été subtilisés par un espion des Héritiers de la Septième Aube à Garlemald. Mal<SoftHyphen/>heu<SoftHyphen/>reu<SoftHyphen/>se<SoftHyphen/>ment incomplets, les ingénieurs des Forges de Garlond ont dû extrapoler certaines données et se sont retrouvés avec un modèle monoplace bien plus petit que l'original.","Vrrrrrrrr..."
203,"Vous appelez votre Epimetheus. La reproduction d'une arme magitek griffée des Forges de Garlond.","Les ingénieurs des Forges de Garlond ont mis à profit les con<SoftHyphen/>nais<SoftHyphen/>san<SoftHyphen/>ces acquises lors de la reproduction de l'Epimetheus pour développer cette version améliorée baptisée Menoetius.  Sa vitesse de pointe n'a pas changé, mais de gros progrès ont été faits au niveau du confort de conduite et de la qualité de la réalisation. ","Vrrrrrrrr..."
204,"Vous appelez votre monture constructeur 07. Cette armure de combat géante construite par les Kobolds a été capturée par des soldats du Maelstrom.","Cette armure de combat ressemble à un robot, mais c'est en vérité une variété de golem créée par les Kobolds. Capturée par le Maelstrom lors d'une escarmouche avec la tribu barbare, elle a été réhabilitée par la société Naldiq et Vymelli pour vous servir.","Clonk, clonk<Indent/>!"
205,"Vous appelez votre monture dragon ombragé, une créature qui ne peut être appelée que grâce à un sifflet enchanté chargé de l'énergie magique d'Hadès.","Ce dragon ne peut être appelé que grâce à un sifflet enchanté chargé de l'énergie magique d'Hadès. Il est probable que cette créature ait été façonnée par l'ascien Emet-Selch. La magie des habitants de l'ancien monde était si puissante qu'une telle création leur était aisée.","<Indent/>.<Indent/>.<Indent/>.<Indent/>.<Indent/>. "
206,"Vous appelez votre monture spriggan porte-pierre, un spécimen gigantesque qui adore porter des pierres, mais aussi des œufs ou des personnes.","Ce spécimen rare de spriggan a été découvert par des mineurs. Il serait entré par un orifice et devenu trop gros pour en ressortir après avoir dévoré une montagne de minerai. Il a remercié ses sauveurs en transportant leurs attirails
et se passionne maintenant
pour le métier de porteur.","Guiii...<Indent/>?"
207,"Vous appelez votre monture Réticence pardonnée, l'un des rares purgateurs apprivoisés de ce monde. Il doit son nom à sa mine évasive.","Ce purgateur a été découvert dans les sous-sols d'Eulmore. Ce sont des chasseurs du clan Kupo qui réussirent à capturer ce fauve, sans qu'il ne montre aucun signe de résistance. S'il accepte d'être utilisé comme monture, il garde un air désapprobateur et réticent qui lui vaut son nom.","<Indent/>.<Indent/>.<Indent/>.<Indent/>.<Indent/>. "
208,"Vous appelez votre monture dhalmel, un animal herbivore venu de L'Écume des cieux d'Abalathia.","Les dhalmels se tiennent sur leurs jambes arrière pour atteindre les feuilles sur les îles voisines. Ils voleraient grâce à la peur de tomber dans le vide qui leur offre un pouvoir lié au vent. Une explication qui constitue un certain avœu
d'échec de la part
des zoologistes.","Bwéé...<Indent/>!"
209,"Vous appelez votre monture karakul albinos, un bélier noir à poil blanc. Un bélier blanc, en fait...","Ce mouton mâle élevé sur les terres de la maison Haillenarte aurait dû être noir comme tous les autres de la race des karakuls, mais, chose rare et surprenante, il naquit avec un pelage blanc. Cette particularité lui a valu d'être sauvé du boucher, et il est désormais en âge de transporter
des humains sur son dos.","Bêêêê<Indent/>!!!"
210,"","",""
211,"Vous appelez votre monture ufiti, un des gigantopithèques résidant sur les îles du Diadème. Attention, il n'est pas très commode<Indent/>!","Ce gigantopithèque résidait sur l'archipel du Diadème. Après avoir survécu à une traque sans relâche menée par des braconniers, il apprit à utiliser les vents éthérés, et partit en direction du continent, à la recherche d'adversaires à sa taille.","Groumpf<Indent/>!"
212,"Vous appelez votre monture deinonychus, un reptile préhistorique de la région méridionale d'Ilsabard.","Originaire de la région méridionale d'Ilsabard, ce reptile carnivore est un proche cousin du raptor de Sombrelinceul. Il a pour habitude de chasser en duo et se distingue par son in<SoftHyphen/>tel<SoftHyphen/>li<SoftHyphen/>gence supérieure, ce qui lui vaut d'être apprivoisé aussi bien pour le combat ou la monte simple.","Frrrrrr<Indent/>!!"
213,"Vous appelez votre monture bâtisseur n°14, un robot ancien que vous avez arraché à la 4e légion impériale.","Découvert dans l'ancienne cité de Goug par la 4e légion impériale, ce bâtisseur de fer est passé entre les mains d'ingénieurs garlemaldais qui l'ont réparé et en ont fait une véritable machine de guerre, allant même jusqu'à le repeindre aux couleurs de l'Empire.","REGARDEZ COMME JE COURS VITE<Indent/>!"
214,"Vous appelez votre monture paon roi, un gigantesque oiseau indigène d'Othard et au magnifique plumage.","Le paon est un oiseau très prisé par les Orientaux, d'une part pour son régime à base d'insectes venimeux qui assainit les jardins, mais aussi pour ses magnifiques plumes. Cette race imposante est le résultat de croisements successifs
de grands paons par les
géomanciens d'Othard.","Léon<Indent/>! Léon<Indent/>!"
215,"Vous appelez votre jarre du Serpent marin. Vous auriez juré que le récipient était vide, mais...","Les voies du Grand Serpent sont im<SoftHyphen/>pé<SoftHyphen/>né<SoftHyphen/>tra<SoftHyphen/>bles, tout comme cette jarre dans laquelle il a enfermé son esprit éternel. Puisse-t-elle vous porter vers de nouveaux horizons, toujours plus près de la divinité...","Kiiii<Indent/>! Kiiii<Indent/>!"
216,"Vous appelez votre monture ptéranodon, un animal volant qui n'a pas changé depuis la préhistoire.","Ce reptile volant originaire du Diadème s'est nourri des détritus jetés par les aventuriers à La Bonté. Peu à peu, il s'est laissé apprivoisé par ses derniers et permet maintenant à ceux qu'il apprécie le plus de les laisser monter sur son dos.","Kéwaa<Indent/>! Kéwaa<Indent/>!"
217,"Vous appelez votre dragon rubis, une créature magique apparue lorsque le cor empli de l'énergie d'un Primordial inconnu a retenti.","Ce dragon semble être le fruit de la magie du Primordial inconnu qu'avait absorbé l'Arme Rubis. Sa carapace rouge fait penser à celle des crustacés.","Gwoshaaa<Indent/>!"
218,"Vous appelez votre monture hybodus, un cousin des requins-tornade. Il est capable de voler en manipulant l'éther de vent.","Ce requin dispose d'un organe spécial lui permettant de manipuler l'éther de vent et se nourrit en général de poissons et d'oiseaux qu'il chasse dans L'Écume des Cieux. Les quatre nageoires sur sa tête lui permettent de facilement changer sa
trajectoire dans les airs, ce qui
lui offre une agilité sans pareille.","GRAAÔÔÔ<Indent/>!!!"
219,"Vous appelez Ramuh, une entité magique née d'un petit cristal d'Éden dans lequel vous avez insufflé de l'énergie.","Les restants d'éther de foudre qui restaient après l'évocation du Primordial de la foudre ont pro<SoftHyphen/>ba<SoftHyphen/>ble<SoftHyphen/>ment été matérialisés en cette créature lorsque vint le tour de Shiva. La taille de ce Ramuh est moins im<SoftHyphen/>pres<SoftHyphen/>sion<SoftHyphen/>nante en raison de la faible
quantité d'énergie qui
a servi à sa création.","Patabzz<Indent/>! Patabzz<Indent/>! Patabzz<Indent/>!"
220,"Vous appelez Carbuncle rubellite, une entité arcanique née de l'énergie mystérieuse de la pierre précieuse du même nom.","Grâce à l'expérience acquise en s'occupant de Diamant, son Carbuncle adoré, Ulan a réussi à créer un Carbuncle de taille suffisante pour être chevauché. La rubellite de grande taille dont il provient permet même aux non-arcanistes de l'invoquer.","Nyuunyuuu<Indent/>!"
221,"","",""
222,"Vous appelez votre chococaravane, le moyen de transport le plus approprié pour entendre piailler tout au long du voyage.","Les réservoirs de gaz au céruleum permettant à ce moyen de locomotion de léviter ont été mis au point il y a plus d'un siècle, grâce à une étude détaillée des ballons renforcés qui avaient permis aux Ixali de s'installer dans la forêt de Sombrelinceul.","Kwééééé<Indent/>!"
223,"Vous appelez à vous un automatank, un véhicule de livraison mis au point par le Garage Watts.","Ce char a été conçu par les Nains du Garage Watts à partir d'un croquis légué par le forgeron légendaire Watts. Véritable bijou de mécanique, il embarque un moteur à neuf cylindres en étoile alimenté au nano-éthanol, un canon magique antipurgateurs ainsi qu'une paire de bras mécaniques.","Brrrom... Brrromelebom..."
224,"Vous appelez Gabriel α, un modèle réduit d'une armure volante magitek.","Réplique exacte de l'armure volante magitek Gabriel, ce modèle réduit a été développé en parallèle par les ingénieurs res<SoftHyphen/>pon<SoftHyphen/>sa<SoftHyphen/>bles du projet pour effectuer des tests en plein air.","Piiiiiiii<Indent/>!!"
225,"Vous appelez votre monture mégalotragus, un herbivore aux cornes dont la forme rappelle celle d'un cimeterre.","Originaires des montagnes septentrionales d'Abalathia, ces créatures primitives ont été contraintes à migrer et à s'installer dans le Coerthas après le Fléau. Selon certaines sources, un petit nombre d'entre elles serait
capable d'user de la magie.","Brrrblgh... BRRRRRBFGRFH<Indent/>!!"
226,"Vous appelez votre monture dragon de la Lumière, une créature qui ne peut être appelée que grâce à un sifflet magique imprégné de l'éther des héros.","On raconte que ce dragon était autrefois le compagnon fidèle d'un héros qui a triomphé du mal à la suite d'une grande aventure dans un autre monde, mais seule la Lumière elle-même détient la vérité à ce sujet.","Graaaah<Indent/>!"
227,"","",""
228,"Vous appelez votre fauteuil Jibanyan, un siège à dossier qui ressemble à s'y méprendre au célèbre Yo-kai félin.","Nul ne s'explique la capacité de ce fauteuil à voler, mais les humains comme les Yo-kai s'accordent à dire qu'il est ex<SoftHyphen/>trê<SoftHyphen/>me<SoftHyphen/>ment douillet, et s'y prélassent à leurs risques et périls.","C'est confortable, chat<Indent/>!"
229,"Vous appelez votre transporteur magitek amélioré, un moyen de locomotion nouvelle génération développé à l'académie magitek.","Entièrement conçu à l'académie magitek de l'empire de Garlemald, cette version améliorée du transporteur personnel est dotée de nouveaux circuits internes, d'un système de maintenance automatique plus rapide et d'une
réduction de 8% de sa
consommation de céruleum.","Bzzz<Indent/>! Bzzz<Indent/>!"
230,"Vous appelez Ehll Tou, une jeune dragonne qui s'est prise de passion pour l'artisanat des humains.","Cette forme évoluée de la dragonnette menue qu'était Ehll Tou à l'origine est nettement plus adaptée aux pratiques artisanales, notamment grâce à des bras musclés qui permettent une précision bien plus grande lors du maniement des outils.","Laissez-vous bercer par le chant de la nouvelle ère de paix<Indent/>!"
231,"Vous appelez Incitatus, un destrier légendaire capable de comprendre le langage des humains.","Cette licorne vit des jours heureux grâce aux faveurs et à la protection de Rowena. Elle adore en particulier écouter les contes épiques de Khloe Aliapoh, qui la motivent toujours pour accompagner les aventuriers dans leurs quêtes.","Hiiii<Indent/>! Hiiiiiii<Indent/>!"
232,"Vous appelez votre monture bonhomme de neige, symbole incontournable de la fête des étoiles.","En Gyr Abania, on fabriquait jadis des bonhommes de neige pour inviter le froid, une tradition qui se perpétue encore aujourd'hui lors de la fête des étoiles. Celui-ci est l'œuvre d'élé<SoftHyphen/>men<SoftHyphen/>ta<SoftHyphen/>lis<SoftHyphen/>tes gridaniens, et a la particularité de ne jamais fondre.","Brrr..."
233,"Vous appelez une baleine lunaire, un vaisseau aux allures de cétacé pouvant accueillir jusqu'à huit passagers.","Conçu et assemblé au sein des Forges de Garlond, ce vaisseau en forme de baleine est inspiré d'une vieille légende mysidienne. À l'image de son modèle animal, il est très large et peut transporter jusqu'à huit passagers, dont le pilote.","“Née de la gueule de la chimère, portée par les Ténèbres et la Lumière, vers les étoiles elle s'élèvera...”"
234,"Vous appelez Éden, une entité créée à partir d'un cristal provenant du purgateur originel.","Née d'un cristal provenant d'Éden auquel on a insufflé de l'éther, cette entité n'a du purgateur originel que son apparence, et ne risque heureusement pas de provoquer un second déluge de Lumière.","Otono<Indent/>!"
235,"Vous appelez votre monture Cerbère, une créature magique tricéphale, autrefois contrôlée par la technologie de l'empire d'Allag.","Ce canidé monstrueux s'est retrouvé scellé à l'intérieur de ruines datant de la 3e ère astrale. Il faisait preuve d'une telle férocité que même les créatures les plus puissantes peinaient à canaliser sa sauvagerie. Mais grâce au savoir d'Allag, il put enfin être contrôlé.","Grrrr..."
236,"Vous appelez votre monture coquénorme, un crustacé surdimensionné qui se fera un plaisir de vous transporter.","Un Qiqirn gourmand avait engraissé ce crabe pour en faire son repas, mais fut pris de remords au moment de le passer à la casserole. Désormais libre, l'imposant crustacé adore rendre service aux humains.","J'en pince pour vous."
237,"Vous appelez Arion, un cheval fabuleux invoqué à l'aide d'un mystérieux sifflet.","Selon la légende, ce destrier aurait appartenu à un illustre héros, dont il aurait sauvé la vie à maintes reprises. On dit aussi qu'il ne se laisse chevaucher que par ceux dont l'âme brille aussi intensément que le soleil.","..."
238,"Vous appelez votre dragon émeraude, une créature magique apparue lorsque le cor empli de l'énergie d'un Primordial inconnu a retenti.","Ce dragon semble être le fruit de la magie du Primordial inconnu qu'avait absorbé l'Arme Émeraude. Sa carapace verte possède une forme aérodynamique.","Kushaaa<Indent/>!"
239,"Vous appelez à vous votre proto-magna rouleur, un nouveau type d'arme magitek utilisant de la matière organique ar<SoftHyphen/>ti<SoftHyphen/>fi<SoftHyphen/>cielle.","Ce véhicule expérimental semi-organique a été créé par un ingénieur gobelin à partir d'une carcasse ramassée à Gyr Abania. Il aurait fini par acquérir sa propre volonté, jugeant ses conducteurs trop lents. Une histoire qui ne donne pas envie de s'asseoir à bord...","Je lance Hâte<Indent/>! "
240,"Vous appelez un choco-korpokkur, une imposante créature végétale dégageant un doux parfum de cacao.","Cet énorme korpokkur voyage de ville en ville d'un pas guilleret pour distribuer de délicieux chocolats à qui en veut. Le doux parfum de cacao qui émane de sa feuille déclenche de nombreux sourires béats sur son passage.","Cho... co... lat..."
241,"Vous appelez votre monture Gabriel v3, un modèle d'essai miniature d'une armure volante magitek.","Modèle réduit de l'armure volante magitek Gabriel, mis au point par les ingénieurs de la 4e légion. Son fuselage est constitué d'une matière étrange qui reflète l'énergie magique de son pilote.","Viooouuum<Indent/>!"
242,"Vous appelez votre monture antilope biche, un herbivore agile dont le pelage présente des reflets bleutés, typiques de la femelle.","Cet herbivore vivant prin<SoftHyphen/>ci<SoftHyphen/>pa<SoftHyphen/>le<SoftHyphen/>ment dans les steppes était aussi souvent aperçu dans les montagnes du Coerthas jusqu'au septième fléau. Les multiples tentatives de domestication pour sa viande et son lait se sont révélées infructueuses en raison de son caractère farouche.","Hiiin<Indent/>! Hiiin<Indent/>!"
243,"Vous appelez votre monture antilope cerf, un herbivore agile aux cornes acérées, typiques du mâle.","Cet herbivore agile vivant prin<SoftHyphen/>ci<SoftHyphen/>pa<SoftHyphen/>le<SoftHyphen/>ment dans les steppes est depuis longtemps monté par les tribus montagnardes d'Abalathia. Plus récemment, on raconte que certains cavaliers auraient su le faire voler grâce à un procédé magique complexe.","Hohon<Indent/>! Hooon<Indent/>!"
244,"","",""
245,"Vous appelez votre monture Landerwaffe, un dragon mécanique légendaire aux ailes d'acier.","La légende raconte que ce dragon mécanique aurait été conçu par les Allagois pour repousser ses homologues d'écailles et de sang. Seuls les véritables héros seraient capables de le chevaucher et de faire battre ses majestueuses ailes d'acier.","Grrraaarz... GROARZZZ<Indent/>!!!"
246,"Vous appelez votre monture Iklil, une moto volante biplace flottant dans les airs grâce au pouvoir de pierres stellaires.","Cadeau de Fran à la résistance bozjienne, cette moto peut voler dans les airs grâce au pouvoir de pierres stellaires, des minéraux possédant un mystérieux pouvoir de lévitation. Son nom signifierait “couronne” en vieil ivalicien.","Vrôôôôô..."
247,"Vous appelez votre monture croiseur-chasseur, une machine de combat transformable construite par la Main indigo.","Cette machine de combat imaginée par la Main indigo peut se transformer en bipède ou en avion pour s'adapter à la situation. Impressionné par sa conception et ses capacités, un ingénieur des Forges de Garlond aurait pour projet d'en fabriquer un modèle réduit.","Transformation<Indent/>!"
248,"Vous appelez votre monture constructeur 06S, une armure géante construite par les Kobolds.","Conçue par un clan de Kobolds pacifiques, cette armure géante a été spé<SoftHyphen/>cia<SoftHyphen/>le<SoftHyphen/>ment assemblée pour être vendue aux Limséens, d'où sa finition carmin. Sa force de propulsion est supérieure de trente pour cent à celle des modèles du même type.","Pschhhh<Indent/>!"
249,"Vous appelez votre dragon diamant, une créature magique apparue lorsque le cor empli de l'énergie d'un Primordial inconnu a retenti.","Ce dragon semble être le fruit de la magie du Primordial inconnu qu'avait absorbé l'Arme Diamant. D'après des données découvertes à Werlyt, ce Primordial aurait été invoqué par un membre de la résistance de Corvos.","Guuuooo<Indent/>!!!"
250,"Vous appelez votre monture ours polaire, un animal des contrées nordiques aussi doux que puissant.","En visite sur une île nordique à la recherche d'ingrédients pour des desserts glacés, la patissière Nekeke a apprivoisé cet ours avec des gâteaux. Il s'est plus tard pris d'affection pour vous suite à vos exploits lors des Feux de la Mort.","Groooar<Indent/>!"
251,"","",""
252,"Vous appelez votre mikoshi doré, un palanquin à la gloire du grand Namazu recouvert de feuilles d'or.","C'est dans “Ma méthode pour s'enrichir” de Rowena que les Namazu ont trouvé comment financer leur frairie pendant sept ans<Indent/>: vendre des produits de valeur pour dégager de grands profits. Pour cela, quoi de mieux qu'un mikoshi couvert de feuilles d'or<Indent/>?","Oh hisse<Indent/>! Oh hisse<Indent/>!♪"
253,"Vous appelez votre jarre du Serpent doré. Un récipient tout à fait quelconque à première vue, mais il émet une lueur singulière...","Une jarre mystérieuse obtenue par des pillards dans des ruines ronka puis revendue au marché noir. Elle se remplit par magie lorsqu'on souffle dans la flûte qui lui est associée... La lueur qu'elle émet offrirait à son possesseur la bénédiction du Serpent doré.","Kuuu ku kiiii<Indent/>!"
254,"Vous appelez votre monture carte magique, un miracle d'orfèvrerie pour le moins surprenant.","Œuvre de Godbert Manderville, “l'orfèvre le plus balèze d'Éorzéa”, cette carte-monture n'est offerte qu'aux plus grands col<SoftHyphen/>lec<SoftHyphen/>tion<SoftHyphen/>neurs de cartes de Triple Triade. Seul Godbert sait par quel miracle elle est capable de s'élever dans les airs.",".<Indent/>.<Indent/>.<Indent/>.<Indent/>."
255,"","",""
256,"","",""
257,"","",""
258,"","",""
259,"","",""
260,"","",""
261,"Vous appelez un lynx des Ténèbres, un félin débordant d'énergie astrale.","Cette entité fantasmagorique a été créée à partir d'éther regorgeant d'énergie astrale. Ses ailes d'un noir profond font fortement penser à Zordiarche, le plus ancien des Primordiaux, ce qui soulève bien des questions quant à l'origine de cette créature...","..."
262,"Vous appelez un lynx de la Lumière, un félin débordant d'énergie ombrale.","Cette entité fantasmagorique a été créée à partir d'éther regorgeant d'énergie ombrale. Ses ailes d'un blanc immaculé font fortement penser à Hydaelyn, la conscience de la planète, ce qui soulève bien des questions quant à l'origine de cette créature...","..."
263,"Vous appelez Argos, un familier aux allures de chien à poil long et doré.","Ce familier créé par Venat n'offre son dos qu'à celles et ceux qu'il estime dignes de cette faveur, ce qui est votre cas depuis votre première rencontre à Mare Lamentorum.","..."
264,"Vous appelez votre cuirassé Dreadnaught, une machine-outil mise au point par les Allagois.","À l'origine uniquement utilisée comme arme de guerre, cette machine allagoise a été petit à petit surpassée par des modèles plus avancés et reléguée au statut d'outil de con<SoftHyphen/>struc<SoftHyphen/>tion, mais beaucoup pensent qu'elle n'a au fond rien à envier à ses cadettes.","Kaching... Kaching..."
265,"Vous appelez votre demi-protophénix, un oiseau de feu à trois têtes et quatre ailes.","Cette créature est une copie du protophénix emprisonné à l'intérieur du Pandæmonium. L'original était le fruit des expériences des Anciens visant à créer des oiseaux immortels, mais après en avoir perdu le contrôle, ils l'ont considéré
comme un échec.","Flap flap flap<Indent/>!"
266,"Vous appelez Calydontis, un énorme sanglier sauvage mais fidèle.","Après avoir longtemps semé la terreur dans sa forêt natale, Calydontis a été vaincu par une bande d'aventuriers intrépides, ce qui l'a rendu doux comme un agneau. Ou presque...","GROUIIIIIIK<Indent/>!!!"
267,"Vous appelez Victor, un gros chien garlemaldais réputé pour ses prouesses à la chasse.","Loué par nul autre que l'empereur Varis en personne, Victor était un habitué des podiums des concours de chiens à Garlemald. Bien qu'il n'ait jamais suivi d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment de combat, sa mâchoire proéminente est sans doute capable d'intimider nombre d'opposants.","Ouaf ouaf<Indent/>!"
268,"Vous appelez votre vérifiniveau, qui comme son nom l'indique est capable de vérifier votre niveau.","La première fois que cette machine mystérieuse vous a examiné<If(PlayerParameter(4))>e<Else/></If>, elle a déterminé que vous aviez atteint le “niveau 90”. Quelle était sa méthode<Indent/>? Est-elle fiable<Indent/>? Nul ne le sait.","Niveau en hausse<Indent/>!"
269,"Vous appelez Papa Païssa, géniteur d'une famille de huit enfants.","Ce païssa gigantesque a engendré huit enfants, et pour avoir de quoi les élever, il a résolu de se mettre au service des aventuriers. Appelez-le à chaque fois que vous en aurez l'occasion, c'est pour la bonne cause.","Papapapapa<Indent/>!"
270,"","",""
271,"","",""
272,"","",""
273,"Vous appelez votre wivre, une bête cornue des contrées occidentales.","Originaires du nouveau continent à l'ouest et aussi efficaces en tant que destriers que sur un champ de bataille, les wivres sont connues pour être très difficiles à dompter, mais la patience des Mamool Ja a finalement eu raison de leur entêtement.","Poueeeeet<Indent/>!"
274,"Vous appelez un porxie royal, un cochon volant à la bonne odeur de jambon.","À la différence de ses congénères, ce porxie n'a pas le pouvoir de guérir la subjugation, mais sa taille imposante lui permet de faire office de monture. La couronne qu'il porte sur la tête n'est qu'un simple attribut décoratif.","Grouik grouik<Indent/>!"
275,"","",""
276,"","",""
277,"","",""
278,"","",""
279,"","",""
280,"","",""
281,"Vous appelez un alkonost, un oiseau monstrueux aux airs de cerf originaire du nord d'Ilsabard.","Cet oiseau monstrueux originaire d'Ilsabard fut capturé à Bozja puis relâché après être passé entre les mains d'un col<SoftHyphen/>lec<SoftHyphen/>tion<SoftHyphen/>neur. Il semblait habitué à la présence humaine dès sa capture, ce qui laisse supposer qu'il avait été dressé par
l'armée impériale.","Kululu<Indent/>!"
282,"","",""
283,"","",""
284,"Vous appelez un pod 602, une unité de support blanche découverte dans les ruines mécaniques.","Cette unité de support blanche, découverte au fond des ruines mécaniques, a également été développée dans le but de servir de moyen de transport à l'infanterie YoRHa et peut ainsi s'utiliser comme véhicule pour une personne.",".<Indent/>.<Indent/>.<Indent/>.<Indent/>."
285,"","",""
286,"","",""
287,"","",""
288,"Vous appelez un troll, une créature géante des mers du Nord. Il est bien plus intelligent que son apparence ne le laisse croire.","Ces créatures géantes des mers du Nord sont bien plus intelligentes que leur apparence ne le laisse croire. Des expériences ont été menées à Sharlayan pour leur apprendre la langue des signes, et vu comme ce troll se montre coopératif avec
les humains, on suppose
qu'il y a pris part.","Foooh..."
289,"","",""
290,"","",""
291,"Vous appelez un vinaigrier, une gigantesque créature carnivore dont la tête ressemble à une griffe.","Ces gi<SoftHyphen/>gan<SoftHyphen/>tesques créatures carnivores dont la tête ressemble à une griffe servaient souvent les Dravaniens, mais il était très rare de pouvoir les monter. Cependant, les glaneurs ont récemment mis au point une méthode d'en<SoftHyphen/>traî<SoftHyphen/>ne<SoftHyphen/>ment afin de s'en servir comme moyen de transport
pour les livraisons.","Grrl<Indent/>!"
292,"","",""
293,"Vous appelez un lynx au pelage bleu, un félin débordant d'énergie mystérieuse.","Cette entité fantasmagorique a été créée par le dynamis. Nombreux sont ceux à penser que son existence est liée à la chantre de l'ané<SoftHyphen/>an<SoftHyphen/>tis<SoftHyphen/>se<SoftHyphen/>ment, mais nul ne sait réellement dans quel but elle a été créée. Ce pourrait également être une offrande envers ceux ayant surmonté
le répons final...",".<Indent/>.<Indent/>.<Indent/>.<Indent/>."
294,"Vous appelez un mégashiba, un shiba ayant eu une croissance ex<SoftHyphen/>traor<SoftHyphen/>di<SoftHyphen/>nai<SoftHyphen/>re.","D'abord vendu en tant que mame shiba, un shiba restant de petite taille à l'âge adulte, celui-ci s'est transformé en un chien gigantesque avant même que l'on s'en aperçoive. Sa taille imposante ne l'empêche pas d'être toujours aussi adorable, et on lui trouve même un côté pratique en s'en servant comme moyen de transport.","Aouuuh<Indent/>!"
295,"","",""
296,"","",""
297,"","",""
298,"","",""
299,"","",""
300,"","",""
