key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
198,"Du rufst dein Hektokulinchen als Begleiter herbei. Es ist die Antwort auf die Frage, was passiert, wenn ein Hektokulus ein Auge zudrückt.","Dieser arme Augapfel fiel nicht weit vom Hektokulus-Stamm, doch es reichte, um nun mutterseelenallein durch die Welt rutschen zu müssen. Er ist es nicht gewohnt, nur einen Teil seiner Umgebung auf einmal sehen zu können und
gleitet daher etwas
nervös hin und her.","Glupsch.","Holzauge","Verringert die GSW von Gegnern in der Nähe um 70 %.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 5 Sekunden",35,35,2,False,True,False,False,False,"Enfeeblement"
199,"Du rufst deinen Daoisten-Mogry als Begleiter herbei. Seine fernöstliche Weisheit beschränkt sich darauf, dir zu folgen.","Enrei, Akolyt des legendären fernöstlichen Mönchs Meister Togen, soll diese Marionette für eine Abenteurerin hergestellt haben, die den beiden aus einer Notlage half. Wie das Geschenk in den Handel kam, ist nicht bekannt.","Und den Rest von euch zerstampf ich
zu Mogry-Mus!
<Emphasis>Sidurgu</Emphasis>","Weisheit des Mogrys","Schleudert die Gegner in der Nähe zurück.",30,35,3,False,False,True,False,False,"Special"
200,"Du rufst deinen Jibanyan-Begleiter herbei. Vorsicht - er ist dafür bekannt, seine Wut an vorbeifahrenden Chocobo-Karren auszulassen.","Nachdem er von einem Laster überfahren worden war, beseelt er nun eine Kreuzung, um sich an den Lastern zu rächen.","Jetzt nyicht, nyachher!","Pfoten des Zorns","Führt eine Attacke mit Attacke-Wert 230 auf die Gegner in der Nähe aus.",50,30,4,False,False,False,True,False,"Damage"
201,"Du rufst deinen Komasan-Begleiter herbei. Ob er an deiner Seite einen neuen Schrein findet, den er bewachen kann?","Ein Wach-Löwen-Hund, der von seinem alten Schrein gelangweilt war und deshalb auf der Suche nach einem neuen ist.","Ich dreh' am Rad.","Geisterreigen","Stellt eine Falle auf, die nach 10 Sekunden ausgelöst werden kann. Bewirkt eine Attacke mit Attacke-Wert 260 auf die Gegner in der Nähe.",40,40,2,False,True,True,True,False,"Trap"
202,"Du rufst deinen Whisper-Begleiter herbei, der dir als Diener dienlich sein wird.","Redet gerne, schnell und viel, und scheint alles über die anderen Yo-kai zu wissen.","Stets zu Diensten!","Plappermaul","Verringert die ABW von Gegnern in der Nähe um 50 %.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15 Sekunden",40,30,2,True,False,True,False,False,"Enfeeblement"
203,"Du rufst deinen Glazia-Begleiter herbei. Kann angeblich Schneestürme im Sommer verursachen und Vulkane einfrieren.","Kann die Temperatur rapide sinken lassen, es im Sommer schneien lassen und sogar Vulkane einfrieren.","Diese Sommerhitze ...","Schimmernde Schneewehe","Erhöht die ATT von eigenen Trabanten in der Nähe um 20, im Fall von Monstern um 40. 
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",45,30,3,False,False,True,False,False,"Enhancement"
204,"Du rufst deinen Kyubi-Begleiter herbei. Er ist eigentlich ganz nett, wenn man ihn mal näher kennengelernt hat.","Dieser Fuchs-Yo-kai ist einer der stärksten unter den Yo-kai. Kann mit Leichtigkeit einen Vulkan zum Ausbruch bringen.","Einfach lächerlich ...","Inferno","Führt eine Attacke mit Attacke-Wert 90 auf die Gegner in der Nähe aus.",40,30,2,True,False,False,False,False,"Damage"
205,"Du rufst deinen Komajiro-Begleiter herbei. Während er seinen älteren Bruder sucht, kann er dich doch eigentlich gut auf deinen Abenteuern begleiten.","Ist Komasans jüngerer Bruder. Er sucht überall nach dem entlaufenen Familienmitglied, kann es aber nirgendwo finden.","Ich dreh' am Rad.","Gewitterfront","Fügt Gegnern in der Nähe im Sekundentakt 10 Schaden über Zeit zu.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 20 Sekunden",40,30,2,False,True,False,True,False,"Damage"
206,"Du rufst deinen Möter-Begleiter herbei. Halb Hund, halb Mittvierziger.","Ein Pudel mit dem Gesicht eines Mannes. Erschreckt gerne Leute mit seinem Aussehen. Möchte eines Tages Firmenchef sein.","Kötelköter!","Wadenbeißer","Führt eine Attacke mit Attacke-Wert 90 auf die Gegner in der Nähe aus.",30,30,3,False,True,False,False,False,"Damage"
207,"Du rufst deinen Noko-Begleiter herbei. Er soll angeblich Glück bringen.","Dieser Schlangen-Yo-kai hat es schwer. Er hat Angst, dass Leute ihn entdecken, ist aber schlecht im Verstecken.","Noko noko!","Beruhigendes Lächeln","Regeneriert bei den eigenen Trabanten in der Nähe 100 LP, im Fall von Monstern 150.",30,30,2,False,False,True,False,False,"Restoration"
208,"Du rufst deinen Viptor-Begleiter mit einem ausgefallenen Schal herbei.","Ein Elite-Yo-kai mit einem Drachenschal. All seine Fähigkeiten sind wirklich erstklassig.","Hmpf ...!","Achtköpfige Schlange","Führt eine Attacke mit Attacke-Wert 100 auf die Gegner in der Nähe aus.",50,40,2,True,False,False,False,False,"Damage"
209,"Du rufst deinen Shogunyan-Begleiter herbei. Seine prächtige Samurai-Rüstung riecht etwas nach rohem Thunfisch.","Dieser Yo-kai ist ein legendärer Vorfahr von Jibanyan. Er liebt Thunfisch und trägt ihn in seiner Rüstung umher.","Herz eines Kriegers!","Samurai-Stakkato","Führt eine Attacke mit Attacke-Wert 150 auf die Gegner in der Nähe aus und  verringert ihre ABW um 30 %.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",30,30,2,False,False,False,True,False,"Damage"
210,"Du rufst deinen superheldigen Hovernyan-Begleiter herbei.","Obwohl er ständig schwebt, ist er eigentlich ziemlich bodenständig. Das weiße Zeichen auf seiner Stirn ist eine Kampfnarbe.","Ich halt dir den Rücken frei!","Power-Pfote","Führt eine Attacke mit Attacke-Wert 230 auf die Gegner in der Nähe aus.",50,25,2,False,True,False,False,False,"Damage"
211,"Du rufst deinen Robonyan Type-F-Begleiter herbei. Die Gold<SoftHyphen/>schmiede<SoftHyphen/>gilde würde ihn zu gerne mal auseinandernehmen.","Ein verbessertes Modell von Robonyan, das all seine unnötigen Funktionen entfernt hat, um die perfekte Roboterkatze zu werden.","Energiesparmodus an ...","Selbstzerstörung","Führt eine Attacke mit Attacke-Wert 300 auf die Gegner in der Nähe aus, aber die ausführenden Trabanten werden weggeschickt.",35,30,3,False,False,True,False,False,"Damage"
212,"Du rufst deinen Usapyon-Begleiter herbei. Was ist das nur für ein rätselhafter Gegenstand in seiner Hand?","Usapyon hofft, eines Tages ins Weltall reisen zu können. Wenn er böse wird, zeigt er seine dunkle Seite.","Vermümmelt!","Megamümmelstrahl","Führt eine Attacke mit Attacke-Wert 230 auf die Gegner in der Nähe aus.",30,30,2,False,False,True,True,False,"Damage"
213,"","","","","",0,0,0,False,False,False,False,False,""
214,"Du rufst deine Namingway-Puppe als Begleiter herbei. Sie ist einem Helden vergangener Zeiten nachempfunden.","Eine Puppe des legendären Wanderers Namingway. Es heißt, dass er von einem seltsamen Volk abstammt, das auf dem Mond lebt. Er reist durch die Welt und liebt es, den Leuten, denen er begegnet, Spitznamen anzugedenken. In seinem
dicken Notizbuch sind
sie alle vermerkt.","Going-my-way!
<Emphasis>Namingway</Emphasis>","Hummingway","Entfernt alle negativen Effekte von eigenen Trabanten in der Nähe.",50,50,3,False,False,True,True,False,"Disarming"
215,"Du rufst deinen Mini-Alexander als Begleiter herbei. Die Ingenieure der Indigohand haben eine Vielzahl dieser Miniaturen als Modell für die Konstruktion des Kolosses hergestellt.","An diesem Modell des Maschinen-Primae aus der Fertigung der Indigohand kann man sehr viel lernen. Alle Teile sind für die Ausbildung der Ingenieure exakt nachgebildet. Und Neulinge sind verblüfft, endlich auch Alexanders Beine zu
sehen!","Und die Ursache ist wieder mal unser Freund Alexander.
<Emphasis>Cid</Emphasis>","Göttliche Rechtfertigung","Erhöht die ABW von eigenen Trabanten in der Nähe um 10, im Fall von Monstern um 30.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",30,60,2,True,False,False,False,False,"Enhancement"
216,"Du rufst deinen Frischling als Begleiter herbei. Dieses Wildschweinjunge haut den stärksten Roegadyn aus den Latschen.","Ein gar nicht so wilder Keiler aus den zerklüfteten Schluchten von Xelphatol. Vor einiger Zeit begab er sich auf Ritterfahrt, wo er sich einem Abenteurer anschloss, und übt nun fleißig den wildschweinhaft-rücksichtslosen Ansturm.","Haldrath hätte diese Sauerei nicht gutgeheißen!
<Emphasis>Tempelritter</Emphasis>","Wilder Ansturm","Erhöht die ATT eigener Trabanten in der Nähe um 20, im Fall von Tieren um 30.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 9 Sekunden",95,55,3,False,False,True,True,False,"Enhancement"
217,"Du rufst deine neue Thancred-Puppe als Begleiter herbei. Der Aufenthalt im Äther hat ihn irgendwie noch draufgängerischer gemacht.","Wilder, härter, stärker. Diese Puppe spiegelt die Entwicklung wider, die Thancred aufgrund seiner einschneidenden Erlebnisse im dravanischen Vorland durchgemacht hat. Die Kleidung der Gnath steht ihm ausgezeichnet. Sein
niedlicher Nussfresser
ist stets an seiner Seite.","Es war ein harter Kampf ums Überleben.
<Emphasis>Thancred</Emphasis>","Der Weg nach Hause","Verringert die GSW von Gegnern in der Nähe um 50 %.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 5 Sekunden",55,30,4,False,True,False,False,False,"Enfeeblement"
218,"Du rufst deine neue Alisaie-Puppe als Begleiter herbei. Jetzt sollte es dir etwas leichter fallen, sie von ihrem Bruder zu unterscheiden.","Eine der zahlreichen Puppen, die Tataru anfertigte, um neue Kleider für Alisaie zu entwerfen - nur für den Fall, dass sie einmal zurückkommen würde. Sie wirkt reifer, weiser und keineswegs mehr wehrlos!","Ich bin das Schwert Eorzeas!
<Emphasis>Alisaie</Emphasis>","Für Emery","Erhöht die ATT der ausführenden Trabanten um 40.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15 Sekunden",45,25,3,False,False,False,True,False,"Enhancement"
219,"Du rufst deine Edda-Puppe als Begleiter herbei. Sie ist ein Symbol für alle gefallenen Kameraden - und die, die ihren Fall zu verantworten haben.","Eine düstere Nachbildung der unglückseligen Edda. Ein gewisser Thaumaturg hat sie einst angefertigt, um sie im Gedenken an seine verschwundene Kameradin darzubringen. Man hat irgendwie den Eindruck, dass ihre Haare stetig länger
werden ...","AVEEERE!
<Emphasis>Edda</Emphasis>","Schuldgefühl","Verringert die ABW von Gegnern in der Nähe um 50 %.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15 Sekunden",90,40,1,False,False,False,False,True,"Enfeeblement"
220,"Du rufst deine Yuna-Puppe als Begleiter herbei. Diese Heldin aus einer anderen Zeit wird nicht weichen ...","Eine magische Puppe zum Gedenken an eine große Heldin vergangener Tage. Die Legende handelt von dem jungen Mädchen Yuna, das auszog, um ein Medium zu werden und der Welt Frieden zu bringen. Die orientalisch
angehauchte Kleidung ist
ein echter Hingucker!","Verliebe dich nicht in Yuna.
<Emphasis>Lulu</Emphasis>","Heilende Hand der Beschwörerin","Regeneriert bei den eigenen Trabanten in der Nähe 100 LP, im Fall von Puppen 150.",85,60,3,False,False,True,False,False,"Restoration"
221,"Du rufst deine Rikku-Puppe als Begleiter herbei. Sie ist sich sicher: Wir werden gewinnen!","Eine magische Puppe zum Gedenken an eine große Heldin vergangener Tage. Die Legende erzählt, wie Rikku ihr Leben riskierte, um das Medium Yuna zu beschützen. Dabei soll sie es mit den Habseligkeiten anderer Leute nicht allzu
genau genommen haben.","Iht fahh an tulr aeh Sahclr ecd?
<Emphasis>Rikku</Emphasis>","Mischung","Stellt eine Falle auf, die nach 10 Sekunden ausgelöst werden kann. Bewirkt eine Attacke mit Attacke-Wert 260 auf die Gegner in der Nähe.",50,40,4,False,False,True,False,False,"Trap"
222,"Du rufst deine Lulu-Puppe als Begleiter herbei. Sie steht für Zauber ohne Grenzen.","Eine magische Puppe zum Gedenken an eine große Heldin vergangener Tage. Die Legende erzählt, wie sich Lulu der Leibgarde von Yuna anschloss und mit ihr gefährliche Abenteuer erlebte. Sie soll eine mächtige Magierin gewesen
sein und magische
Puppen kontrolliert haben.","Egal wie dunkel die Nacht, der Morgen kommt immer.
<Emphasis>Lulu</Emphasis>","Schwarze Magie","Führt eine Attacke mit Attacke-Wert 90 auf die Gegner in der Nähe aus.",70,40,2,False,False,True,False,False,"Damage"
223,"","","","","",0,0,0,False,False,False,False,False,""
224,"Du rufst deine Moenbryda-Puppe als Begleiter herbei. Sie wird für immer einen Platz in den Herzen des Bunds der Morgenröte haben.","Offen würde er es nie eingestehen, doch diese Puppe hat Urianger im Gedenken an seine ehemalige Kameradin Moenbryda angefertigt. Erst als er sie verlor, erkannte er, wie viel sie ihm bedeutet hatte. Ihr sanfter Ge<SoftHyphen/>sichts<SoftHyphen/>aus<SoftHyphen/>druck
zeigt, dass Urianger ihr
eigentliches Wesen kannte.","Oh, Urianger! Wie ich dich vermisst habe!
<Emphasis>Moenbryda</Emphasis>","Barbarenaxt","Fügt dem nächstgelegenen gegnerischen Tor 50<Indent/>% Schaden zu. Kein Effekt, falls es schon zerstört ist.",30,35,3,False,True,False,False,False,"Dismantling"
225,"Du rufst dein Circus-Auge als Begleiter herbei. Es wurde schon als kleines Äuglein an den Circus Continental verkauft.","Ein sehr junger Ahriman, der in die Welt der Sterblichen beschworen wurde, doch so schwach war, dass er bald von einem Jäger gefangen wurde. Der Jäger verkaufte den kleinen Ahriman als Kuriosität an den Circus Continental.","Ich kann kaum noch meine Tränen zurückhalten.
<Emphasis>Zagozz Teh</Emphasis>","Böser Blick","Entfernt alle positiven Effekte von den gegnerischen Trabanten in der Nähe.",45,40,3,False,True,True,False,False,"Disarming"
226,"Du rufst deinen Bulldoggenwelpen als Begleiter herbei. Er war zu sanftmütig für die garleischen Streitkräfte.","Dieser Welpe sollte im Castrum Oriens zu einem Militärhund ausgebildet werden, doch eigentlich wollte er immer nur schmusen, sodass der Ausbilder ihn aufgab.","Er ist noch recht scheu und hat bestimmt Angst vor dir.
<Emphasis>R'kontai</Emphasis>","Kampfinstinkt","Macht eigene Trabanten in der Nähe unempfindlich für Angriffe von Monstern.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 5 Sekunden",30,45,2,False,True,False,False,False,"Enhancement"
227,"Du rufst deinen Liebesengel als Begleiter herbei. Er lässt die Herzen in Seligkeit schwelgen.","Dieser kleine Engel lindert nicht nur den Herzschmerz. Jeder Abenteurer, der auf dem Schlachtfeld bereits in die Verlegenheit gekommen ist, wiederbelebt werden zu müssen, hat schon einmal so einen Engel
gesehen ... oder es sich
zumindest eingebildet.","Du bist die Heilige, die mir aus purer Herzensgüte das Leben gerettet hat!
<Emphasis>Hortefense</Emphasis>","Schildwall","Stellt einen zerstörten Schild wieder her.",30,60,2,False,False,False,True,False,"Special"
228,"Du rufst deine Estinien-Puppe als Begleiter herbei. Sie ist dem Azur-Drachenreiter nachempfunden.","Als diese Puppe entworfen wurde, gab es angeblich Streit darum, ob auf der Lanze ein Pfirsich aufgespießt sein sollte. Letztendlich zeigt sie den Azur-Drachenreiter kurz bevor er Nidhogg zum Kampf herausfordert.","Estinien ... wirst du deinen Schwur halten?
<Emphasis>Eisherz</Emphasis>","Supersprung","Versetzt die ausführenden Trabanten zurück zu Tor B.",45,20,4,False,True,False,False,False,"Special"
229,"Du rufst dein Hraesvelgr-Stofftier als Begleiter herbei. Einem der sieben Hohen Drachen nachempfunden, die Midgardsormr einst zeugte.","Ein Stofftier des Hohen Drachen Hraesvelgr, der einst Shiva liebte. Diese Liebe ebnete den Weg für Ishgard, mit den Drachen in friedlicher Eintracht leben zu können. Ein Funke dieser längst vergangenen Liebe ist als sanftes Glühen in
den Augen des
Drachen erkennbar.","Hraesvelgr?! Er wird sich nicht gerade freuen, uns zu sehen, fürchte ich.
<Emphasis>Alphinaud</Emphasis>","Drachensegen","Entfernt alle negativen Effekte von eigenen Trabanten in der Nähe.",65,50,3,False,False,False,True,False,"Disarming"
230,"Du rufst deinen Gigi als Begleiter herbei. In dieser Marionette steckt ein Zeitzauber.","Der Sharlayaner Magier Quan hat diese Marionette erschaffen und einen Zeitzauber in ihren Körper eingewoben. Um Hildibrand und die Abenteurer zu retten, hat sie ihre gesamte Kraft verbraucht, doch die Magie der Marionette lädt
sich langsam wieder auf ...","Du bist ein echtes Naturtalent, Blaujäckchen. Sind wir womöglich verwandt?
<Emphasis>Hildibrand</Emphasis>","Zeitzauber","Fügt dem nächstgelegenen gegnerischen Arkana-Stein 6 % Schaden zu.",60,50,2,False,True,False,False,False,"Dismantling"
231,"Du rufst deine Anima als Begleiter herbei. Ein neuer Körper für die synthetische Seele.","Ardashir hat dieses Gefäß mithilfe eines alten Seelensteins manifestiert, damit die synthetische Seele dich auch dann auf deinen Abenteuern begleiten kann, wenn du mal keine Anima-Waffe dabeihast.","Die Seele hat sich manifestiert?
<Emphasis>Ardashir</Emphasis>","Strahlende Anima","Erhöht die ATT eigener Trabanten in der Nähe um 25.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",65,55,1,False,False,False,False,True,"Enhancement"
232,"Du rufst deine Aufzieh-Scathach als Begleiter herbei. Der Schattenkönigin nachempfunden. Wer sie wohl hergestellt hat?","Es ist nicht bekannt, wer diese kleine Schattenkönigin Scathach hergestellt hat, doch auf ihrer Unterseite steht in eorzäischen Lettern geschrieben: „Als Zeichen meiner Liebe.“ Insgesamt wirkt das Modell zu modern, um aus
dem Mhach-Zeitalter
zu stammen.","Wenn die Schattenkönigin zu alter Stärke gelangt, wird dieser ganze Planet verwüstet!
<Emphasis>Cait Sith</Emphasis>","Schattenklatsche","Schleudert die Gegner in der Nähe zurück.",30,30,3,False,True,False,False,False,"Special"
233,"Du rufst dein Nidhogg-Stofftier als Begleiter herbei. Einem der sieben Hohen Drachen nachempfunden, die Midgardsormr einst zeugte.","Ein Stofftier des Hohen Drachen Nidhogg - Erzfeind von Ishgard. Seit tausend Jahren führt dieser Drache Krieg gegen Ishgard und selbst in dieser kleinen Gestalt versprüht er noch Hass und Zer<SoftHyphen/>störungs<SoftHyphen/>kraft. Den Azur-Drachenreiter
kann er auch als
Puppe nicht ausstehen.","Der Bruder fühlt, die Zeit ist da, dass man den Hass besiege ♪
<Emphasis>Fahrender Sänger</Emphasis>","Drachenchoral","Führt eine Attacke mit Attacke-Wert 110 auf die Gegner in der Nähe aus.",95,60,3,False,True,True,False,False,"Damage"
234,"Du rufst deinen Höllenhundwelpen als Begleiter herbei. So süß, aber blicke ihm nicht in die Augen!","Höllenhunde sind so wild, dass sie sich sogar im Nichts gegen andere Monster behaupten, und obgleich dieses Exemplar noch ein Welpe ist, leuchten seine Augen schon so eindringlich, dass einem bei Blickkontakt das
Blut in den Adern gefriert.","Bist du hier, um deine Fähigkeiten im Einzelkampf
mit einem anderen Abenteurer zu trainieren?
<Emphasis>Ausbilderin des Mahlstroms</Emphasis>","Geheul","Halbiert den Ruf-Timer von Trabanten beim Herbeirufen.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10 Sekunden",45,45,4,False,False,True,False,False,"Special"
235,"Du rufst deinen Aufzieh-Ohl Deeh als Begleiter herbei. Der kleine Drache Ohl Deeh - jetzt noch kleiner.","Der talentierte Mogry Mogzin hat diese Aufziehpuppe geschaffen, um damit seinem Freund, dem echten Ohl Deeh, einen Streich zu spielen. Eine meisterhafte Nachbildung des Drachen, bei der der Künstler keine Kompromisse gemacht hat. ","Ohl Deeh, Donnerwetter! Und was kannst du mit deinen <Emphasis>Superkräften</Emphasis>? Kieselsteine aufheben?
<Emphasis>Tarresson</Emphasis>","Unfug","Stellt eine Falle auf, die nach 10 Sekunden ausgelöst werden kann. Bewirkt eine Attacke mit Attacke-Wert 260 auf die Gegner in der Nähe.",55,50,3,False,False,True,False,False,"Trap"
236,"Du rufst deinen portablen Studiomond als Begleiter herbei. Höhenverstellbar durch einfaches Anstupsen, ermöglicht er tolle Screenshots.","Da sich die Studiosonne so großer Beliebtheit erfreute, kommt nun ein auf ihr basierendes, neues Modell auf den Markt, bei dem der Farbton des Lichts kühler ist und dem Licht des Mondes ähnelt. Die Empfehlung für alle, die
sich mit Warzen und
Krähenfüßen plagen.","Er ist der Mond, der mich seither umkreist ... 
<Emphasis>Minfilia</Emphasis>","Blasses Mondlicht","Erhöht die ATT von eigenen Trabanten in der Nähe um 20, im Fall von Apparaten um 40.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",75,65,2,False,False,True,False,False,"Enhancement"
237,"Du rufst dein schiffbrüchiges Chocobo-Küken als Begleiter herbei. Es guckt so traurig ...","Dieses schiffbrüchige Küken hatte gleich zwei Retter: ein Matrose, der ihm etwas zuwarf, um sich daran festzuklammern, und dich.","Soll er doch Schiffbruch erleiden, der Drückeberger!
<Emphasis>Grynewyda</Emphasis>","Nasse Schwemme","Führt eine Attacke mit Attacke-Wert 100 auf die Gegner in der Nähe aus und verringert ihre ABW um 40<Indent/>%.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",70,25,3,False,False,True,False,False,"Damage"
238,"Du rufst deine Bartz-Puppe als Begleiter herbei. Zeige dem Helden vergangener Zeiten deine Welt!","In manchen Regionen wird um die richtige Schreibweise seines Namens gestritten, aber die Legende von Bartz und seinem Chocobo Boko hat ganze Abenteurergenerationen fasziniert. ","Tja, ist eben ein Trick, den ich von meinem Vater gelernt habe.
<Emphasis>Bartz Klauser</Emphasis>","Boko-Schupser","Führt eine Attacke mit Attacke-Wert 300 auf die Gegner in der Nähe aus, aber die ausführenden Trabanten werden weggeschickt.",80,65,4,False,False,True,True,False,"Damage"
239,"Du rufst deine Rotmagier-Puppe als Begleiter herbei. Ein Meister der Balance.","Von jeher träumen Magier davon, sowohl Schwarze als auch Weiße Magie auszuüben, doch die, die es vermögen, leiden oft an dem Gefühl, nichts richtig zu können.","Genau so sollte ein gelungener Angriff eines Rotmagiers aussehen!
<Emphasis>X'rhun Tia</Emphasis>","Rückzug zur Garlaige-Zitadelle","Erhöht die GSW eigener Trabanten in der Nähe um 35<Indent/>%.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",50,45,3,False,True,True,True,False,"Enhancement"
240,"Du rufst deinen Feenhundwelpen als Begleiter herbei. So süß, aber erwidere nie seinen Blick!","Das Nichts ist ein so unwirtlicher Lebensraum, dass Welpen dort nur mit ausgeprägtem Killerinstinkt überleben können. Dieser Welpe ist ein genauso stolzer wie kampferprobter Einzelgänger, doch er wird zum treuen Begleiter,
wenn er sein Herrchen
erst einmal akzeptiert hat.","Hier werden aus jungen Welpen furchterregende Jäger gemacht!
<Emphasis>Berkoeya</Emphasis>","Zahnen","Fügt einem gegnerischen Schild 70<Indent/>% Schaden zu. Kein Effekt, falls er schon zerstört ist.",65,35,4,False,False,False,True,False,"Dismantling"
241,"Du rufst deinen obskuren Otter als Begleiter herbei. Er hat so ein niedliches Näschen!","Die Otter des Fernen Ostens sind intelligente Geschöpfe. In Sachen Planungsfähigkeit und Risikoanalyse übertreffen sie sogar die Qiqirn.","Gäste sind uns immer willkommen ... solange sie uns
keine obskuren Badetänze vorführen wollen.
<Emphasis>Bronzesee-Bewohner</Emphasis>","Planschen","Fügt Gegnern in der Nähe eine Schwäche gegen Tiere zu.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 6 Sekunden",65,35,3,False,False,False,True,False,"Enfeeblement"
242,"Du rufst deinen Fuchswelpen als Begleiter herbei. Hat <Emphasis>er</Emphasis> die Gans gestohlen?","Wenn der Fuchswelpe ausgewachsen ist, wird der Geist, der in ihm haust, in der Lage sein, die Seelen Unschuldiger zu verspeisen. Zum Glück lässt sich der schlaue Welpe Zeit mit dem Erwachsenwerden.","Ist schon ein schlauer Fuchs, dieser Franz.
<Emphasis>Bobonima</Emphasis>","Fuchsig","Regeneriert 100 LP bei eigenen Trabanten in der Nähe, im Fall von Tieren 150.",65,50,3,False,True,False,False,False,"Restoration"
243,"Du rufst Tora-jiro als Begleiter herbei. Als Tigerbändiger kann man es weit bringen, zum Beispiel im Gold Saucer.","Ausgerechnet von der Person aufgezogen zu werden, die seine Familie getötet hat, kann einen jungen Tiger schon zum Grübeln bringen. Aber die Schüsseln mit cremiger Milch schmecken einfach zu köstlich.","Es ist schon lange her, dass ich das letzte Mal Tiger zu essen bekam.
<Emphasis>Masatsuchi</Emphasis>","Tigerbalsam","Verringert die GSW von Gegnern in der Nähe um 70<Indent/>%.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 5 Sekunden",65,40,4,False,False,True,False,False,"Enfeeblement"
244,"Du rufst deinen Tatsunoko als Begleiter herbei. Er wiehert nicht.","Um einen Ilm wäre der Tatsunoko aufgespießt worden. Jetzt folgt der Meeresbewohner dir und man muss sagen, er hat sich hervorragend an das trockene Klima gewöhnt.","Der ist aber winzig, kupohoho.
<Emphasis>Mogkon</Emphasis>","Fallentrick","Wandelt gegnerische Fallen in eigene um. Wenn die Falle eine Attacke ausführt, wird der Attacke-Wert um das 1,5-fache erhöht.",45,40,2,False,False,True,False,False,"Damage"
245,"Du rufst deinen Igelbomber als Begleiter herbei. Stachelige Angelegenheit, das.","Mit den nichtsgesandten Bombern hat dieser Fisch nichts zu tun, und explodieren tut er auch nur, wenn man ihn mit Sprengstoff füttert. Aber warum sollte man das tun?","A-Aber diese Igelbomber sind gefährlich!
<Emphasis>Nayoshi</Emphasis>","Aufblasen","Erhöht die ABW eigener Trabanten in der Nähe um 20.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10 Sekunden",25,30,2,False,False,True,True,False,"Enhancement"
246,"Du rufst Bom Boko als Begleiter herbei. Was für ein drolliges Geschöpf!","Die Marderhunde des Fernen Ostens führen ein vollkommen anderes Leben als ihre eorzäischen Artgenossen. Sie durchwühlen keinen Müll und verwandeln sich liebend gerne in Teekessel. Warum auch immer.","Was ist denn das für eine Masche?
<Emphasis>Pudding zu Allerschutzheiligen</Emphasis>","Mardermasche","Erhöht die ABW der ausführenden Trabanten um 40.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Dauer:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 10 Sekunden",30,80,3,False,False,False,True,False,"Enhancement"
